BIOL A100,Principles of Biology,0,4
CS A263,Probabilty,0,1
MATH A230,Discrete Math,0,5
CS A170,Java Programming I,0,4
CS A220,Data Structure,0,4
MATH A180,Calculus I,0,4
MATH A185,Calculus II,0,4
PHYS A185,Calculus-Based Physics: Mechanics,0,4
CS A231,Python Programming II,0,4
CS A250,C++ Programming Language II,0,4
